stationID,stationName,lat,lon
100000,Noname,55.995622,12.48643685
100001,Noname,55.995688,12.48658
100100,Noname,55.9582235457386,11.9210985920019
100200,Noname,55.9086113,12.26754093
100300,Noname,55.872897,12.19152
100400,Noname,55.84320068,12.0398159
100500,Noname,55.80533981,12.38018608
100501,Noname,55.80533981,12.38018608
100600,Noname,55.802922,12.533482
100601,Noname,55.803168,12.53346
100700,Noname,55.754141,12.291074
100800,Noname,55.7335434,12.12705421
100900,Noname,55.7380687406168,11.9501334248427
101000,Noname,55.6949479564843,12.5345933286063
101001,Noname,55.6949568540112,12.5346074599278
101100,Noname,55.64831,11.92729
101101,Noname,55.64841,11.92732
101200,Noname,55.651127,12.151179
101201,Noname,55.651158,12.151179
101300,Noname,55.655462,12.207238
101400,Noname,55.64341354,12.42663097
101401,Noname,55.64341354,12.42663097
101500,Noname,55.62959671,12.54464054
101501,Noname,55.62959671,12.54464054
101700,Noname,55.61411285,12.51060486
101800,Noname,55.5996175614831,12.1008945465599
101801,Noname,55.5996182947189,12.1008376938067
101900,Noname,55.57253647,11.98072052
102100,Noname,55.5393382416993,11.9274638672555
102200,Noname,55.82493576,12.37924872
102201,Noname,55.82493576,12.37924872
102300,Noname,55.6629999055329,12.2375614151178
102301,Noname,55.6630176410674,12.2375466845201
102400,Noname,55.676302,12.424829
102401,Noname,55.676302,12.424829
102500,Noname,55.4572218624433,11.9688527608488
102501,Noname,55.4572,11.96894
102600,Noname,55.478,12.09636
102601,Noname,55.478118,12.096419
102800,Noname,55.738539,12.455449
102801,Noname,55.738539,12.455449
102900,Noname,55.640708,12.351079
102901,Noname,55.640756,12.351251
103000,Noname,55.613068,12.324429
103001,Noname,55.613056,12.324386
103100,Noname,55.961345,12.484245
103101,Noname,55.961339,12.484245
103200,Noname,55.69807,12.384377
103201,Noname,55.698063,12.384375
103300,Noname,55.935443,12.078065
103400,Noname,55.675816,12.32483
103401,Noname,55.675828,12.324754
103500,Noname,55.628054,12.584882
103501,Noname,55.627951,12.584876
103600,Noname,55.717997,12.303505
103601,Noname,55.718014,12.303316
103700,Noname,55.758005,12.443084
103701,Noname,55.758023,12.443131
103702,Noname,55.757926,12.442692
103703,Noname,55.757198,12.442643
103800,Noname,55.552647,12.2248
103801,Noname,55.552641,12.224818
103900,Noname,55.503919,12.175929
103901,Noname,55.503937,12.175913
104000,Noname,55.812852,12.060134
104001,Noname,55.812827,12.060111
104100,Noname,55.809893,12.036657
104101,Noname,55.80996,12.036646
110000,Noname,56.08733368,12.14421177
110100,Noname,56.03868484,12.34360695
110200,Noname,55.997493,12.143669
112000,Noname,56.07582855,12.44750309
112001,Noname,56.07582855,12.44750309
112100,Noname,56.04684448,12.52542496
112101,Noname,56.04684448,12.52542496
116000,Noname,55.932296,12.521898
116001,Noname,55.932301,12.520948
118000,Noname,55.97321472,12.29920996
118100,Noname,55.9461898803711,12.3427581787109
118200,Noname,55.926265,12.24439172
118300,Noname,55.862687,12.253059
118301,Noname,55.862694,12.253069
118400,Noname,55.886129,12.150272
118401,Noname,55.886481,12.150021
122000,Noname,55.86595535,12.32355976
122001,Noname,55.86595535,12.32355976
122100,Noname,55.837868,12.238941
122101,Noname,55.837868,12.238941
122200,Noname,55.859433,12.39895
122201,Noname,55.859467,12.398997
124000,Noname,55.883057,12.51897
124100,Noname,55.870384,12.5151749
124200,Noname,55.87682,12.4440885
126000,Noname,55.832562,12.549254
126001,Noname,55.832542,12.549208
126100,Noname,55.808501,12.474242
126101,Noname,55.808478,12.474118
126200,Noname,55.853104,12.449921
126201,Noname,55.853142,12.449884
128000,Noname,55.77220154,12.38738537
128001,Noname,55.77220154,12.38738537
128100,Noname,55.82215881,12.36337662
128101,Noname,55.82215881,12.36337662
130000,Noname,55.782998,12.280158
130001,Noname,55.783063,12.279779
130002,Noname,55.782994,12.280159
130100,Noname,55.779028,12.121427
130101,Noname,55.779009,12.121468
130200,Noname,55.7670404,12.15144005
130300,Noname,55.752402,12.2694359
130400,Noname,55.8066233,12.1346589
130500,Noname,55.7855934,12.1187678
132000,Noname,55.784335,12.496613
134000,Noname,55.544118,12.040844
134100,Noname,55.729158,12.204394
134200,Noname,55.632393,12.043462
136000,Noname,55.72175,12.385686
136001,Noname,55.722036,12.385057
136100,Noname,55.750594,12.386539
138000,Noname,55.748765,12.403685
138001,Noname,55.748737,12.403673
